0,2,2,Passive
2,1,2,Active
4,2,2,Passive
6,1,2,Active
8,1,2,Active
10,2,2,Passive
12,0,4,NULL
16,1,2,Active
18,0,2,NULL
20,2,2,Passive
22,1,2,Active
24,1,2,Active
26,1,2,Active
28,0,2,NULL
30,2,2,Passive
32,0,2,NULL
34,2,2,Passive
36,2,2,Passive
38,2,2,Passive
40,0,2,NULL
42,1,2,Active
44,0,2,NULL
46,2,2,Passive
48,1,2,Active
50,0,2,NULL
52,1,2,Active
54,2,2,Passive
56,2,2,Passive
58,2,2,Passive
60,0,2,NULL
62,2,2,Passive
64,2,2,Passive
66,0,2,NULL
68,2,2,Passive
70,1,2,Active
72,1,2,Active
74,0,2,NULL
76,1,2,Active
78,2,2,Passive
80,1,2,Active
82,1,2,Active
84,0,4,NULL
88,1,2,Active
90,2,2,Passive
92,1,2,Active
94,2,2,Passive
96,0,2,NULL
98,2,2,Passive
100,0,2,NULL
102,2,2,Passive
104,1,2,Active
106,2,2,Passive
108,0,2,NULL
110,1,2,Active
112,2,2,Passive
114,2,2,Passive
116,0,2,NULL
118,1,2,Active
120,0,2,NULL
122,1,2,Active
124,2,2,Passive
126,1,2,Active
128,0,2,NULL
130,2,2,Passive
132,2,2,Passive
134,2,2,Passive
136,1,2,Active
138,0,4,NULL
142,2,2,Passive
144,2,2,Passive
146,1,2,Active
148,0,2,NULL
150,2,2,Passive
152,0,4,NULL
156,1,2,Active
158,1,2,Active
160,1,2,Active
162,1,2,Active
164,0,2,NULL
166,1,2,Active
168,0,2,NULL
170,1,2,Active
172,1,2,Active
174,0,2,NULL
176,1,2,Active
178,0,2,NULL
180,2,2,Passive
182,2,2,Passive
184,1,2,Active
186,2,2,Passive
188,0,2,NULL
190,1,2,Active
192,1,2,Active
194,1,2,Active
196,2,2,Passive
198,1,2,Active
200,0,4,NULL
204,2,2,Passive
206,1,2,Active
208,0,2,NULL
210,2,2,Passive
212,0,2,NULL
214,1,2,Active
216,1,2,Active
218,2,2,Passive
220,2,2,Passive
222,2,2,Passive
224,0,2,NULL
226,1,2,Active
228,2,2,Passive
230,0,4,NULL
234,1,2,Active
236,2,2,Passive
238,2,2,Passive
240,2,2,Passive
242,0,2,NULL
244,2,2,Passive
246,2,2,Passive
248,2,2,Passive
250,0,6,NULL
256,1,2,Active
258,2,2,Passive
260,2,2,Passive
262,2,2,Passive
264,0,10,NULL
274,2,2,Passive
276,2,2,Passive
278,0,2,NULL
280,2,2,Passive
282,0,2,NULL
284,1,2,Active
286,1,2,Active
288,1,2,Active
290,2,2,Passive
292,2,2,Passive
294,0,2,NULL
296,1,2,Active
298,0,6,NULL
304,1,2,Active
306,1,2,Active
308,0,2,NULL
310,1,2,Active
312,1,2,Active
314,2,2,Passive
316,2,2,Passive
318,0,4,NULL
322,1,2,Active
324,0,6,NULL
330,1,2,Active
332,1,2,Active
334,0,2,NULL
336,2,2,Passive
338,2,2,Passive
340,0,2,NULL
342,2,2,Passive
344,1,2,Active
346,0,2,NULL
348,1,2,Active
350,1,2,Active
352,2,2,Passive
354,1,2,Active
356,1,2,Active
358,1,2,Active
